provider,provider_name,continuation_rate,completion_rate,attainment_rate,progression_rate,continuation_rate_below_median,continuation_rate_bottom_quartile,completion_rate_below_median,completion_rate_bottom_quartile,attainment_rate_below_median,attainment_rate_bottom_quartile,progression_rate_below_median,progression_rate_bottom_quartile,pct_mature,pct_disabled,pct_female,pct_eth_asian,pct_eth_black,pct_eth_mixed,pct_eth_other,pct_imd_q1,pct_imd_q2,pct_imd_q3,pct_imd_q4,pct_polar_q1,pct_polar_q2,pct_polar_q3,pct_polar_q4,pct_tundra_q1,pct_tundra_q2,pct_tundra_q3,pct_tundra_q4
10023139,LTE Group,85.7,74.0,78.5,55.8,True,False,True,True,False,False,True,True,39.8,18.5,64.6,9.5,15.2,7.3,2.5,45.3,19.7,13.2,11.8,21.9,22.3,20.5,20.7,20.6,21.4,17.5,24.1
10003753,Lakes College West Cumbria,92.4,78.0,,58.9,False,False,True,False,,,True,False,53.6,10.7,25.0,,,,,22.9,20.5,25.3,18.1,39.5,23.7,15.8,10.5,42.1,26.3,13.2,7.9
10003758,Lamda Limited,96.5,97.5,,74.0,False,False,False,False,,,False,False,35.1,39.8,53.3,3.0,17.4,11.4,,13.2,21.1,27.0,14.5,8.1,12.6,8.1,37.8,8.1,16.2,9.1,23.2
10003798,Le Cordon Bleu Limited,93.7,92.5,,38.5,False,False,False,False,,,True,True,81.5,10.8,62.0,28.0,2.8,7.1,6.3,7.8,25.1,25.1,21.6,,,17.3,30.8,,6.0,20.0,32.0
10003854,Leeds Arts University,94.9,95.7,74.0,64.0,False,False,False,False,False,False,True,False,7.8,30.5,74.4,4.1,2.5,5.9,0.8,17.4,18.3,19.2,21.7,16.0,18.8,18.5,19.8,15.8,18.4,21.4,19.7
10003861,Leeds Beckett University,89.7,83.4,74.5,69.8,False,False,False,False,False,False,False,False,11.5,19.6,53.1,12.0,4.6,5.2,1.1,24.0,15.6,17.0,20.8,16.9,20.2,19.9,18.3,15.1,17.6,22.6,20.7
10003855,Leeds College of Building,80.6,84.8,,,True,True,False,False,,,,,39.1,17.4,10.9,13.0,8.7,,,30.4,17.4,23.9,23.9,32.1,28.6,14.3,14.3,28.6,28.6,21.4,
10034449,Leeds Conservatoire,91.1,86.1,85.7,73.0,False,False,False,False,False,False,False,False,11.5,32.3,37.2,1.5,2.7,6.3,0.6,11.4,14.4,21.6,25.1,10.6,16.1,18.2,20.3,11.8,15.6,21.7,21.8
10003863,Leeds Trinity University,76.0,84.1,64.7,62.5,True,True,False,False,True,True,True,False,79.5,7.4,53.3,29.5,10.6,4.5,11.3,53.9,22.8,11.8,7.2,21.0,26.8,23.0,16.8,18.4,21.2,26.3,19.4
10003867,Leicester College,76.5,82.0,,43.0,True,True,True,False,,,True,True,44.8,16.2,50.4,23.6,20.9,8.3,4.7,38.3,23.3,13.0,13.0,19.3,15.0,21.9,28.9,21.3,13.7,18.0,27.9
10007811,Lincoln Bishop University,87.0,90.2,68.6,68.2,False,False,False,False,True,False,False,False,44.4,28.0,70.8,1.8,2.0,2.5,1.4,27.3,19.4,17.4,19.0,26.3,29.0,19.6,16.7,28.2,22.4,24.2,18.1
10003928,Lincoln College,83.9,77.7,69.0,64.1,True,False,True,False,True,False,True,False,57.7,32.1,54.7,2.0,2.0,5.0,1.2,14.9,23.5,21.3,21.3,24.7,31.2,23.3,13.5,27.7,19.2,29.1,15.0
10003956,Liverpool Hope University,87.5,88.8,72.9,63.4,False,False,False,False,True,False,True,False,16.9,25.7,61.1,4.2,4.1,4.6,2.1,39.0,16.6,14.3,17.4,22.9,19.7,18.5,18.7,18.3,21.9,19.5,19.8
10003957,Liverpool John Moores University,89.6,86.0,74.9,71.2,False,False,False,False,False,False,False,False,14.5,17.3,58.1,5.1,3.3,4.2,1.8,31.2,15.5,16.3,18.7,18.0,18.0,18.9,21.2,14.4,19.7,18.6,22.0
10030391,London Churchill College Ltd,94.9,72.9,,44.9,False,False,True,True,,,True,True,94.3,,44.2,19.4,3.8,0.5,0.7,30.2,46.0,17.3,5.2,15.6,22.2,23.3,25.6,18.9,18.9,18.9,7.8
10019368,London College of Business Studies,73.9,91.7,,52.5,True,True,False,False,,,True,True,87.4,,48.6,10.0,5.0,,,35.2,40.2,15.5,5.3,36.4,20.0,29.1,10.9,43.6,10.9,29.1,5.5
10004048,London Metropolitan University,77.3,75.3,73.3,60.8,True,True,True,True,True,False,True,False,72.9,11.0,62.8,12.9,23.6,8.7,6.1,29.9,34.3,19.2,10.4,7.6,10.5,20.2,33.4,7.3,9.3,12.2,26.1
10022285,London School of Management Education Limited,93.6,92.6,54.6,43.7,False,False,False,False,True,True,True,True,92.8,4.4,60.2,27.3,14.3,0.4,2.2,21.1,38.4,25.5,10.7,9.2,10.5,21.1,35.5,9.2,9.2,7.9,22.4
10004075,London School of Theology,79.4,79.3,65.2,78.6,True,True,True,False,True,True,False,False,81.5,29.0,53.5,5.4,35.3,7.1,1.6,18.8,26.2,17.3,16.8,,21.6,18.9,21.6,,17.1,31.4,28.6
10004078,London South Bank University,87.6,84.6,74.6,69.6,False,False,False,False,False,False,False,False,39.2,18.2,61.2,20.7,34.8,7.8,6.9,24.4,36.1,19.6,11.4,5.8,9.6,19.9,37.2,5.3,8.4,12.1,26.5
10000948,London South East Colleges,76.7,73.9,,66.4,True,True,True,True,,,False,False,57.1,17.0,39.0,6.1,42.3,10.6,2.8,23.6,30.5,20.1,15.4,5.4,18.0,15.3,41.4,,15.3,17.1,36.0
10004079,London Studio Centre Limited,91.6,94.4,95.2,71.6,False,False,False,False,False,False,False,False,3.3,15.1,94.2,0.8,2.5,5.0,1.1,5.2,12.2,18.3,24.5,7.6,11.6,17.3,21.8,8.5,14.2,20.8,19.9
10004112,Loughborough College,73.4,66.6,48.5,59.4,True,True,True,True,True,True,True,False,36.0,20.9,32.6,8.2,25.0,8.1,2.9,31.3,18.6,15.8,16.3,14.6,19.5,22.0,21.9,14.3,20.7,23.2,23.5
10004113,Loughborough University,96.4,96.4,86.0,85.0,False,False,False,False,False,False,False,False,1.5,21.0,40.3,11.9,6.8,6.4,1.1,7.0,11.7,17.8,25.5,6.6,10.5,16.3,23.8,7.0,12.3,19.2,25.1
10024962,Luminate Education Group,82.5,76.7,56.5,47.2,True,False,True,True,True,True,True,True,44.8,25.9,57.2,20.4,13.6,4.7,1.7,48.2,16.9,14.6,12.8,30.7,25.1,22.5,11.5,24.0,26.9,23.2,13.8
10004144,Macclesfield College,82.4,76.0,,71.6,True,False,True,True,,,False,False,68.4,20.6,63.2,3.2,5.8,2.6,,8.4,19.5,14.3,24.7,,10.2,20.4,20.4,,28.6,,40.8
10004180,Manchester Metropolitan University,90.1,89.0,79.3,69.9,False,False,False,False,False,False,False,False,10.2,17.3,57.4,20.2,8.2,6.7,2.2,32.0,17.3,14.6,17.1,15.0,19.0,20.0,21.7,13.1,17.0,18.8,26.2
10045476,Met Film School Limited,92.7,88.6,89.9,65.2,False,False,False,False,False,False,True,False,17.6,30.9,45.7,6.4,4.9,7.9,2.6,5.9,15.9,22.2,29.3,3.9,11.8,10.5,20.1,5.5,12.7,15.5,26.4
10004344,Middlesbrough College,80.5,81.2,50.3,48.7,True,True,True,False,True,True,True,True,34.2,38.9,54.5,6.1,1.1,3.0,0.6,49.9,15.6,12.2,13.0,39.4,25.1,9.8,18.3,28.8,27.3,14.5,10.9
10004351,Middlesex University,79.1,83.7,71.2,69.2,True,True,False,False,True,False,False,False,38.2,14.4,61.7,21.9,31.7,7.4,8.8,24.8,34.9,21.5,11.7,4.3,7.3,18.8,35.7,4.0,6.0,8.4,25.8
10004375,Milton Keynes College,82.2,76.3,,49.5,True,False,True,True,,,True,True,63.4,21.0,54.0,7.1,7.1,7.1,0.8,11.4,15.7,15.2,30.1,10.3,17.2,20.0,35.2,11.0,15.2,26.2,29.7
10023777,Mont Rose College of Management and Sciences Limited,85.0,79.5,,45.7,True,False,True,False,,,True,True,97.2,9.8,58.9,15.0,30.5,1.4,4.9,28.5,38.3,22.0,8.4,,12.3,10.5,33.3,5.3,5.3,12.3,19.3
10023454,Moorlands College,94.9,89.8,78.5,79.6,False,False,False,False,False,False,False,False,49.7,42.8,52.4,,2.8,3.5,,8.1,21.1,23.6,19.5,9.6,21.9,19.2,24.7,17.7,21.0,25.8,22.6
10004432,Morley College Limited,71.3,76.4,68.4,59.9,True,True,True,True,True,False,True,False,58.8,27.3,79.6,8.2,19.3,9.8,4.1,14.4,26.3,27.2,17.3,,4.0,11.9,30.7,,5.1,7.1,19.2
10004442,Moulton College,77.2,65.6,58.2,,True,True,True,True,True,True,,,31.5,29.8,43.4,2.3,7.3,7.3,,9.8,20.0,19.3,29.5,15.6,18.0,18.5,23.9,16.0,24.0,21.5,23.5
10004450,Mountview Academy of Theatre Arts Limited,96.1,95.5,98.6,76.1,False,False,False,False,False,False,False,False,24.4,30.7,57.6,0.8,6.5,8.8,0.8,7.6,13.9,16.7,26.1,7.0,11.4,15.1,23.8,8.0,14.5,17.6,23.7
10004478,Myerscough College,87.0,91.5,70.0,57.7,False,False,False,False,True,False,True,False,32.0,28.7,65.1,1.5,0.7,2.5,,22.6,20.5,17.0,23.0,12.7,18.3,20.7,23.7,12.0,18.9,15.8,31.6
10004599,NCG,85.6,75.1,58.2,52.5,True,False,True,True,True,True,True,True,47.2,22.7,59.1,8.9,7.3,3.0,0.7,42.3,24.7,13.0,11.2,29.1,29.1,20.4,11.6,23.7,30.2,19.8,15.1
10001444,National Centre for Circus Arts,93.7,88.9,93.6,72.1,False,False,False,False,False,False,False,False,21.0,29.6,83.8,,,10.0,,8.1,21.6,28.4,27.0,9.4,25.0,17.2,21.9,10.2,20.3,22.0,16.9
10030129,Nelson College London Limited,87.1,81.8,28.4,36.7,False,False,True,False,True,True,True,True,88.8,5.0,47.7,10.8,12.7,1.5,12.0,47.1,28.4,16.1,5.6,45.1,21.8,18.8,7.3,43.4,18.5,9.0,17.1
10006963,New City College,75.8,74.1,56.5,47.1,True,True,True,True,True,True,True,True,71.7,25.8,69.8,15.7,15.7,4.4,,13.8,30.2,25.2,17.0,22.2,17.8,26.7,13.3,22.2,20.0,20.0,8.9
10004576,New College Durham,73.3,71.9,59.2,58.9,True,True,True,True,True,True,True,False,88.4,5.4,54.1,6.2,11.5,5.1,2.0,30.1,35.5,20.2,10.1,24.7,34.9,17.5,13.7,27.7,32.2,12.9,13.5
10004579,New College Swindon,73.5,71.1,,47.3,True,True,True,True,,,True,True,87.2,7.3,60.6,10.0,8.9,3.9,1.3,23.4,32.0,22.7,14.7,41.1,20.3,15.7,14.2,40.9,21.2,23.3,8.8
10004596,Newbury College,90.0,57.3,,79.4,False,False,True,True,,,False,False,56.2,20.2,27.0,3.4,3.4,3.4,,3.4,9.0,21.3,27.0,17.9,23.1,12.8,20.5,20.5,25.6,23.1,28.2
10004603,Newcastle and Stafford Colleges Group,81.8,83.7,,56.3,True,False,False,False,,,True,True,12.7,29.6,47.4,2.9,0.7,1.8,,25.9,22.6,18.2,16.9,44.2,18.3,15.8,11.6,33.7,28.9,15.1,14.8
10008397,Norland College Limited,94.5,95.3,75.7,10.0,False,False,False,False,False,False,True,True,9.6,43.8,98.6,1.2,0.9,3.8,,1.8,8.1,20.4,28.7,5.6,9.3,18.1,25.2,6.9,14.7,22.2,32.4
10004686,North East Surrey College of Technology (NESCOT),76.3,80.7,77.8,51.5,True,True,True,False,False,False,True,True,84.2,8.4,56.0,24.4,11.2,2.0,3.9,24.3,31.9,16.8,13.9,4.8,7.9,18.9,29.4,2.6,9.6,13.2,32.0
10004690,North Hertfordshire College,82.8,67.3,,49.9,True,False,True,True,,,True,True,95.2,5.9,46.9,5.3,4.2,1.6,5.3,28.4,33.8,22.2,11.1,8.3,25.0,20.8,30.6,5.6,18.1,20.8,25.0
10004721,North Kent College,89.9,84.8,,58.4,False,False,False,False,,,True,False,9.8,36.2,56.3,2.2,3.8,6.3,,9.8,19.6,24.5,24.2,14.7,24.1,27.4,25.6,9.9,24.9,29.2,26.0
10004718,North Warwickshire and South Leicestershire College,74.3,77.4,52.4,46.5,True,True,True,False,True,True,True,True,39.0,31.5,60.8,6.8,2.0,3.0,,12.5,21.1,19.8,24.3,24.3,36.2,17.3,16.5,26.4,35.5,15.3,14.9
10007011,Northampton College,79.9,77.8,,61.0,True,True,True,False,,,True,False,28.9,32.6,39.0,4.1,9.2,3.7,2.3,28.0,18.8,16.1,17.9,25.2,20.6,27.1,20.0,20.0,34.8,25.8,14.8
10048199,Northeastern University – London,91.2,81.3,93.8,80.8,False,False,True,False,False,False,False,False,12.5,30.8,62.7,14.2,5.7,7.8,6.7,13.5,20.2,23.4,19.9,8.3,11.5,19.8,22.1,8.4,11.3,16.8,23.5
10008816,Northern School of Contemporary Dance,97.7,93.7,97.2,74.2,False,False,False,False,False,False,False,False,3.0,40.6,80.5,1.7,3.0,9.5,,10.3,10.3,17.3,30.4,10.1,15.0,14.1,20.7,14.9,16.3,13.9,17.8
10004775,Norwich University of the Arts,91.1,91.2,75.0,67.7,False,False,False,False,False,False,False,False,12.5,28.2,64.6,3.7,3.2,4.8,1.2,12.2,18.4,24.0,21.4,17.3,20.7,19.6,22.6,24.4,22.2,18.2,21.4
10004577,Nottingham College,83.5,78.5,68.2,56.9,True,False,True,False,True,False,True,False,28.8,23.5,62.0,6.6,9.0,8.2,1.3,33.1,15.7,13.9,16.2,32.4,17.0,16.7,13.0,32.2,20.4,16.6,14.6
10004797,Nottingham Trent University,92.6,92.1,74.3,70.3,False,False,False,False,False,False,False,False,9.0,20.7,52.6,11.1,13.9,6.6,1.4,17.3,16.5,18.0,20.4,14.8,14.8,18.9,20.6,14.6,16.4,19.1,22.3
10004835,Oaklands College,91.0,75.3,,,False,False,True,True,,,,,47.4,25.0,86.8,4.0,6.7,5.3,,3.9,15.8,31.6,23.7,7.5,12.5,22.5,20.0,7.5,,27.5,30.0
10004930,Oxford Brookes University,87.5,91.7,72.6,73.8,False,False,False,False,True,False,False,False,44.4,21.4,56.2,16.6,11.2,5.9,2.2,24.3,15.7,17.7,19.1,8.7,10.3,16.2,21.3,9.0,14.3,23.4,25.0
10005072,Peter Symonds College,84.5,82.3,74.0,82.8,True,False,True,False,False,False,False,False,84.5,15.0,85.0,1.8,3.1,1.3,,6.6,14.2,15.9,28.3,20.0,11.4,17.1,31.4,17.1,14.3,37.1,25.7
10004676,Petroc,82.7,72.7,67.0,53.7,True,False,True,True,True,True,True,True,54.2,32.4,66.5,,,3.2,,13.4,35.9,20.8,25.7,20.8,30.0,33.8,10.0,30.0,58.5,11.5,
10005124,Plumpton College,81.5,74.0,77.0,66.0,True,False,True,True,False,False,True,False,60.1,24.8,73.8,,,,,6.1,15.2,25.5,22.1,16.9,18.4,12.5,18.4,21.6,17.2,26.9,17.2
10019178,Point Blank Limited,80.9,81.5,70.6,77.8,True,True,True,False,True,False,False,False,54.3,27.0,20.8,3.4,14.6,12.7,3.4,16.6,24.3,21.3,18.0,7.1,12.9,14.9,24.2,6.9,13.7,17.4,25.2
10005200,Preston College,87.2,78.2,81.6,69.5,False,False,True,False,False,False,False,False,69.6,30.4,90.2,4.9,,4.9,,21.8,13.9,15.8,27.7,12.9,19.4,22.6,22.6,10.0,16.7,16.7,33.3
10007775,Queen Mary University of London,93.7,94.4,87.2,75.5,False,False,False,False,False,False,False,False,6.5,11.0,51.7,47.4,12.3,7.2,7.8,18.1,30.9,22.0,15.7,3.4,6.6,16.7,34.8,3.3,5.7,9.7,24.1
10005534,RNN Group,76.0,72.1,62.4,46.0,True,True,True,True,True,True,True,True,45.3,40.7,61.9,3.6,4.0,3.2,,47.6,24.1,12.5,11.8,42.2,37.7,13.1,5.5,50.3,23.6,19.8,3.1
10008455,RTC Education Ltd,81.7,75.0,62.8,42.2,True,False,True,True,True,True,True,True,93.2,3.4,51.9,5.7,12.1,2.9,5.9,18.1,34.0,27.6,14.8,5.8,8.4,15.5,31.0,6.0,6.6,8.8,19.9
10005378,Rambert School of Ballet and Contemporary Dance,96.6,,91.2,74.5,False,False,,,False,False,False,False,2.3,21.1,52.8,3.2,5.6,15.1,,8.1,18.5,16.9,29.8,9.6,10.4,16.0,22.4,10.6,14.6,13.0,24.4
10005389,Ravensbourne University London,84.0,87.1,76.8,67.6,True,False,False,False,False,False,False,False,48.8,15.6,45.9,12.6,13.9,9.1,6.5,26.9,32.6,18.5,12.6,6.8,10.5,19.3,34.3,6.7,10.3,14.5,28.1
10005404,Reaseheath College,87.4,81.4,58.8,29.9,False,False,True,False,True,True,True,True,30.2,41.6,75.7,0.4,,2.1,,20.6,16.8,19.5,20.8,20.0,15.4,17.5,23.3,22.5,16.6,18.2,23.4
10086591,Regent's University London Limited,80.2,80.6,65.5,83.3,True,True,True,False,True,True,False,False,20.4,11.8,54.3,15.1,7.9,7.5,17.0,8.9,19.4,21.1,27.0,1.6,,6.6,15.6,1.9,3.7,4.7,19.6
10005470,"Richmond, the American International University in London, Inc.",82.2,66.9,50.6,58.7,True,False,True,True,True,True,True,False,51.4,13.6,53.4,12.6,10.2,12.0,11.4,15.1,33.5,20.5,18.8,5.3,8.2,12.3,31.6,6.0,7.1,15.5,23.2
10002863,Riverside College Halton,92.7,90.0,80.1,67.9,False,False,False,False,False,False,False,False,60.0,22.8,68.8,,,1.3,,45.4,19.4,11.4,12.4,48.4,21.9,12.5,12.5,30.5,28.9,18.8,16.4
10007776,Roehampton University,88.7,79.2,67.9,60.3,False,False,True,False,True,False,True,False,31.9,19.2,61.6,19.7,29.1,8.2,8.9,19.4,32.4,22.4,15.1,4.3,7.6,16.8,33.4,3.7,7.3,9.3,26.5
10005523,Rose Bruford College of Theatre and Performance,92.0,91.6,92.9,67.9,False,False,False,False,False,False,False,False,31.6,33.8,55.0,2.3,11.7,9.7,2.1,12.5,20.0,22.7,20.8,10.7,12.7,19.5,24.5,10.1,15.6,19.1,27.0
10009292,Royal Academy of Dramatic Art,97.8,,,71.1,False,False,,,,,False,False,46.5,36.0,60.2,3.6,13.0,12.4,2.4,14.3,17.9,23.2,19.0,4.3,12.0,18.5,28.3,3.4,13.5,22.5,21.3
10007778,Royal College of Music,98.5,96.9,90.2,86.6,False,False,False,False,False,False,False,False,4.2,17.6,52.9,4.2,2.3,13.8,,7.9,19.3,15.8,23.2,8.1,11.0,11.9,21.6,10.8,10.3,14.8,25.6
10005553,Royal Holloway and Bedford New College,94.2,93.3,82.6,71.5,False,False,False,False,False,False,False,False,3.7,17.7,57.7,29.3,7.8,7.5,6.0,9.7,23.2,22.8,19.7,5.5,10.1,16.4,26.3,6.0,10.1,15.0,24.1
10007837,Royal Northern College of Music,98.2,96.7,94.3,83.8,False,False,False,False,False,False,False,False,4.9,22.7,40.3,1.6,0.7,7.2,0.7,8.0,10.1,19.7,30.6,5.8,11.7,15.8,23.6,8.7,11.0,20.6,25.9
10005032,Salford City College,78.3,79.2,40.0,38.1,True,True,True,False,True,True,True,True,16.2,25.0,67.6,2.1,1.8,2.8,,41.5,20.9,13.8,16.0,20.6,34.0,21.8,13.4,23.0,31.1,21.7,14.5
10005788,"Sheffield College, The",79.8,74.2,53.7,58.1,True,True,True,True,True,True,True,False,29.7,39.6,56.3,9.9,8.1,5.2,3.8,45.7,13.8,17.1,11.7,42.5,31.3,14.0,6.5,38.3,22.7,24.2,5.7
10005790,Sheffield Hallam University,90.5,88.0,75.1,73.3,False,False,False,False,False,False,False,False,20.0,24.2,55.8,11.0,6.5,4.5,2.1,27.3,16.9,17.3,18.0,24.4,24.6,16.6,16.1,22.2,20.6,22.9,16.5
10005822,Shrewsbury College,79.3,74.8,,53.9,True,True,True,True,,,True,True,27.6,17.1,32.2,,,2.6,,9.7,13.4,24.6,28.4,16.4,6.4,22.7,47.3,23.7,5.2,39.2,24.7
10005946,Solihull College and University Centre,85.0,77.7,73.1,59.4,True,False,True,False,True,False,True,False,44.4,24.7,59.8,17.4,4.7,6.0,1.7,29.9,13.3,17.3,21.1,11.5,12.4,32.6,15.5,9.3,11.8,26.7,29.8
10005967,South & City College Birmingham,81.6,75.1,,50.7,True,False,True,True,,,True,True,57.2,19.0,44.4,37.1,16.9,6.2,5.5,66.6,17.2,6.7,3.8,22.2,17.8,30.6,16.7,12.4,11.2,18.0,36.0
10005977,South Devon College,81.7,78.4,76.5,60.5,True,False,True,False,False,False,True,False,53.6,30.7,62.4,1.0,0.7,1.7,0.7,20.1,29.3,25.3,18.6,18.9,33.9,28.2,17.5,23.7,22.7,42.1,10.8
10005981,South Essex College of Further and Higher Education,83.0,80.3,71.6,71.6,True,False,True,False,True,False,False,False,34.5,37.3,69.5,1.4,3.7,4.2,0.6,19.7,23.5,15.7,18.8,36.5,30.3,21.6,7.1,40.0,28.4,18.8,6.6
10036143,South Gloucestershire and Stroud College,84.1,75.4,63.9,52.3,True,False,True,True,True,True,True,True,37.7,32.5,52.4,1.0,7.5,4.7,0.5,13.9,14.6,19.0,26.9,26.6,18.9,16.8,20.5,30.2,19.0,22.7,15.8
10007928,South Hampshire College Group,85.1,82.2,75.3,73.7,True,False,True,False,False,False,False,False,68.6,20.0,67.9,3.2,,3.6,1.1,11.1,19.4,19.7,20.8,37.9,14.9,17.2,16.1,41.4,10.3,33.3,11.5
10003674,South Thames Colleges Group,82.5,73.2,75.3,66.2,True,False,True,True,False,False,False,False,55.9,26.8,67.4,8.6,12.5,7.6,12.3,9.1,23.1,22.7,21.0,3.8,9.1,18.3,24.3,3.8,9.1,12.2,29.7
10006022,Southampton Solent University,88.4,84.8,75.2,65.6,False,False,False,False,False,False,True,False,37.6,19.7,45.7,5.6,6.8,5.3,1.7,17.0,22.1,20.4,19.2,20.0,19.1,18.1,20.2,22.7,19.5,22.1,19.9
10006050,Sparsholt College,85.0,79.5,68.8,53.9,True,False,True,False,True,False,True,True,29.8,39.4,74.4,0.7,0.5,2.1,,7.3,13.6,21.5,23.8,18.6,16.2,15.8,21.8,23.2,18.9,25.8,19.4
10006174,St Helens College,75.1,67.5,73.7,53.7,True,True,True,True,True,False,True,True,56.5,30.6,62.5,1.6,1.3,2.0,,61.4,15.7,9.2,10.1,34.9,36.9,15.4,7.2,29.0,31.6,19.7,13.0
10007843,"St Mary’s University, Twickenham",77.2,81.9,72.9,75.1,True,True,True,False,True,False,False,False,48.8,14.6,49.5,10.7,11.0,7.8,7.5,21.4,27.0,20.2,15.2,6.7,12.1,18.8,26.3,7.3,12.1,14.5,25.2
10030776,St Mellitus College Trust,89.3,92.1,69.3,95.3,False,False,False,False,True,False,False,False,93.2,23.2,57.4,5.6,10.6,2.6,1.1,13.1,26.7,20.2,19.9,23.1,15.4,19.2,,34.6,,11.5,26.9
10007938,TEC Partnership,83.8,77.7,63.9,61.3,True,False,True,False,True,True,True,False,54.4,33.5,57.9,0.4,0.4,1.1,,38.0,19.8,12.9,16.2,41.4,22.2,15.3,16.7,39.1,22.2,13.1,21.1
10006494,Tameside College,78.2,85.5,,49.7,True,True,False,False,,,True,True,57.5,17.9,44.3,8.5,2.8,6.6,,53.8,21.7,13.2,5.7,46.7,33.3,,,40.0,35.6,,11.1
10007161,Teesside University,85.2,85.3,74.8,73.6,True,False,False,False,False,False,False,False,42.7,24.5,66.9,7.5,3.1,2.5,1.3,39.4,19.1,13.4,16.0,30.6,23.7,13.7,20.5,22.8,26.2,16.0,15.1
10006549,Telford College,83.7,74.3,,,True,False,True,True,,,,,63.0,20.3,50.7,5.8,3.6,2.9,,21.6,22.4,23.9,20.1,29.4,13.7,27.5,23.5,31.4,27.5,21.6,11.8
10001386,The Chicken Shed Theatre Trust,93.3,93.8,73.3,52.0,False,False,False,False,True,False,True,True,26.2,77.0,59.0,2.5,12.3,18.0,4.9,20.5,24.6,18.0,18.9,,3.3,17.8,35.6,,3.3,4.4,32.2
10003955,The City of Liverpool College,78.4,76.2,72.1,57.4,True,True,True,True,True,False,True,False,41.1,27.2,57.6,2.5,3.0,6.1,1.9,60.3,13.5,11.2,9.3,31.3,26.6,16.9,13.7,24.5,30.1,14.6,14.6
10032288,The Edward James Foundation Limited,93.2,93.6,62.2,72.9,False,False,False,False,True,True,False,False,78.9,21.6,78.1,5.8,1.7,5.8,1.7,6.6,13.7,25.6,26.9,,10.2,8.2,24.5,6.3,6.3,27.1,25.0
10004035,The Film Education Training Trust Limited,93.3,,91.4,,False,False,,,False,False,,,17.9,22.4,44.4,11.1,,17.5,,4.7,14.1,34.4,14.1,10.9,5.5,14.5,21.8,10.2,8.2,20.4,20.4
10003945,The Liverpool Institute for Performing Arts,93.2,94.8,90.2,74.2,False,False,False,False,False,False,False,False,10.5,29.0,55.8,1.7,2.1,6.2,,16.1,14.9,17.4,21.6,12.3,15.3,16.5,22.7,11.5,15.9,17.8,25.3
10004063,The London School of Economics and Political Science,97.8,96.0,93.2,87.7,False,False,False,False,False,False,False,False,1.1,16.6,49.5,41.3,8.1,9.5,3.7,15.7,18.3,18.6,21.4,7.5,7.2,13.0,23.9,6.7,8.1,10.4,22.6
10023452,The Markfield Institute of Higher Education,97.0,89.5,62.6,82.1,False,False,False,False,True,True,False,False,66.7,2.8,58.9,81.6,7.1,3.5,7.8,45.7,27.9,15.0,6.4,10.6,21.3,25.5,25.5,6.4,19.1,23.4,27.7
10001503,The Northern School of Art,91.5,87.1,72.5,55.5,False,False,False,False,True,False,True,True,17.6,44.0,75.7,1.6,0.5,2.0,0.4,33.5,19.6,15.6,17.6,26.7,22.0,17.4,20.0,20.5,28.1,15.5,18.0
10006770,The Oldham College,85.1,77.7,58.6,53.0,True,False,True,False,True,True,True,True,60.8,26.7,67.6,32.2,7.6,4.1,1.1,65.4,14.9,9.4,7.6,22.4,32.1,32.1,10.2,22.7,19.8,18.2,30.0
10007835,The Royal Academy of Music,96.6,98.4,95.0,88.7,False,False,False,False,False,False,False,False,1.3,20.0,46.0,3.6,1.3,12.5,,6.2,12.8,19.0,27.2,3.2,11.0,10.0,20.1,6.5,7.0,14.5,28.5
10005545,The Royal Agricultural University,88.9,91.4,66.3,64.7,False,False,False,False,True,True,True,False,16.6,36.2,54.6,0.7,0.7,2.2,0.5,2.8,11.9,29.2,31.6,3.5,6.7,17.2,25.4,5.8,13.8,26.6,31.7
10007816,The Royal Central School of Speech and Drama,93.8,95.6,91.4,66.8,False,False,False,False,False,False,False,False,22.5,38.2,69.3,3.4,9.5,6.8,0.7,11.7,18.8,19.4,23.9,11.5,12.3,18.1,25.6,12.1,12.4,20.0,21.8
10007779,The Royal Veterinary College,97.0,95.3,73.8,89.6,False,False,False,False,False,False,False,False,16.8,20.4,83.8,10.0,2.2,6.6,1.6,14.9,19.8,21.2,19.7,15.5,16.4,17.7,23.3,16.2,16.2,20.0,19.0
10007780,The School of Oriental and African Studies,89.2,86.9,83.8,73.8,False,False,False,False,False,False,False,False,10.6,17.2,62.4,36.7,14.4,12.8,13.3,19.2,30.3,21.1,17.1,3.0,5.6,14.8,33.0,3.2,5.4,8.8,23.7
10007850,The University of Bath,97.2,97.3,89.2,87.2,False,False,False,False,False,False,False,False,1.6,17.5,43.8,11.4,2.2,6.2,1.3,4.5,11.5,18.3,24.6,5.7,9.8,14.0,20.9,6.8,11.5,17.9,24.2
10006840,The University of Birmingham,95.7,96.1,89.0,80.9,False,False,False,False,False,False,False,False,3.6,16.0,60.3,23.6,8.5,6.0,2.1,18.8,13.3,15.8,19.7,8.9,12.3,19.4,19.9,7.5,11.9,17.9,26.0
10007785,The University of Bradford,90.4,86.9,80.0,76.2,False,False,False,False,False,False,False,False,26.9,15.9,60.1,63.3,8.7,3.2,2.5,60.9,21.1,8.1,6.6,10.8,31.3,33.7,17.4,8.0,13.8,36.5,31.4
